image_path,label
/home/rsalas/Documentos/NASA_TRAINING/training/data/nebulae/nasa_nebula_5.jpg,3
/home/rsalas/Documentos/NASA_TRAINING/training/data/planets/nasa_planet_48.jpg,4
/home/rsalas/Documentos/NASA_TRAINING/training/data/planets/nasa_planet_5.jpg,4
/home/rsalas/Documentos/NASA_TRAINING/training/data/planets/nasa_planet_23.jpg,4
/home/rsalas/Documentos/NASA_TRAINING/training/data/quasars/nasa_quasar_8.jpg,2
/home/rsalas/Documentos/NASA_TRAINING/training/data/nebulae/nasa_nebula_48.jpg,3
/home/rsalas/Documentos/NASA_TRAINING/training/data/galaxies/nasa_galaxy_26.jpg,1
/home/rsalas/Documentos/NASA_TRAINING/training/data/stars/nasa_star_2.jpg,0
/home/rsalas/Documentos/NASA_TRAINING/training/data/nebulae/nasa_nebula_7.jpg,3
/home/rsalas/Documentos/NASA_TRAINING/training/data/quasars/nasa_quasar_0.jpg,2
/home/rsalas/Documentos/NASA_TRAINING/training/data/planets/nasa_planet_29.jpg,4
/home/rsalas/Documentos/NASA_TRAINING/training/data/planets/nasa_planet_4.jpg,4
/home/rsalas/Documentos/NASA_TRAINING/training/data/planets/nasa_planet_40.jpg,4
/home/rsalas/Documentos/NASA_TRAINING/training/data/nebulae/nasa_nebula_21.jpg,3
/home/rsalas/Documentos/NASA_TRAINING/training/data/quasars/nasa_quasar_10.jpg,2
/home/rsalas/Documentos/NASA_TRAINING/training/data/planets/nasa_planet_2.jpg,4
/home/rsalas/Documentos/NASA_TRAINING/training/data/stars/nasa_star_0.jpg,0
/home/rsalas/Documentos/NASA_TRAINING/training/data/galaxies/nasa_galaxy_31.jpg,1
/home/rsalas/Documentos/NASA_TRAINING/training/data/galaxies/nasa_galaxy_3.jpg,1
/home/rsalas/Documentos/NASA_TRAINING/training/data/planets/nasa_planet_21.jpg,4
/home/rsalas/Documentos/NASA_TRAINING/training/data/quasars/nasa_quasar_6.jpg,2
/home/rsalas/Documentos/NASA_TRAINING/training/data/planets/nasa_planet_35.jpg,4
/home/rsalas/Documentos/NASA_TRAINING/training/data/quasars/nasa_quasar_13.jpg,2
/home/rsalas/Documentos/NASA_TRAINING/training/data/nebulae/nasa_nebula_10.jpg,3
/home/rsalas/Documentos/NASA_TRAINING/training/data/nebulae/nasa_nebula_43.jpg,3
/home/rsalas/Documentos/NASA_TRAINING/training/data/galaxies/nasa_galaxy_17.jpg,1
/home/rsalas/Documentos/NASA_TRAINING/training/data/quasars/nasa_quasar_15.jpg,2
/home/rsalas/Documentos/NASA_TRAINING/training/data/nebulae/nasa_nebula_46.jpg,3
/home/rsalas/Documentos/NASA_TRAINING/training/data/galaxies/nasa_galaxy_11.jpg,1
/home/rsalas/Documentos/NASA_TRAINING/training/data/planets/nasa_planet_37.jpg,4
/home/rsalas/Documentos/NASA_TRAINING/training/data/planets/nasa_planet_7.jpg,4
/home/rsalas/Documentos/NASA_TRAINING/training/data/quasars/nasa_quasar_12.jpg,2
/home/rsalas/Documentos/NASA_TRAINING/training/data/nebulae/nasa_nebula_47.jpg,3
/home/rsalas/Documentos/NASA_TRAINING/training/data/galaxies/nasa_galaxy_48.jpg,1
/home/rsalas/Documentos/NASA_TRAINING/training/data/planets/nasa_planet_44.jpg,4
/home/rsalas/Documentos/NASA_TRAINING/training/data/galaxies/nasa_galaxy_9.jpg,1
/home/rsalas/Documentos/NASA_TRAINING/training/data/planets/nasa_planet_6.jpg,4
/home/rsalas/Documentos/NASA_TRAINING/training/data/nebulae/nasa_nebula_4.jpg,3
/home/rsalas/Documentos/NASA_TRAINING/training/data/nebulae/nasa_nebula_30.jpg,3
/home/rsalas/Documentos/NASA_TRAINING/training/data/planets/nasa_planet_3.jpg,4
/home/rsalas/Documentos/NASA_TRAINING/training/data/stars/nasa_star_3.jpg,0
/home/rsalas/Documentos/NASA_TRAINING/training/data/planets/nasa_planet_20.jpg,4
/home/rsalas/Documentos/NASA_TRAINING/training/data/nebulae/nasa_nebula_14.jpg,3
/home/rsalas/Documentos/NASA_TRAINING/training/data/planets/nasa_planet_41.jpg,4
/home/rsalas/Documentos/NASA_TRAINING/training/data/planets/nasa_planet_24.jpg,4
/home/rsalas/Documentos/NASA_TRAINING/training/data/nebulae/nasa_nebula_44.jpg,3
/home/rsalas/Documentos/NASA_TRAINING/training/data/galaxies/nasa_galaxy_14.jpg,1
/home/rsalas/Documentos/NASA_TRAINING/training/data/planets/nasa_planet_10.jpg,4
/home/rsalas/Documentos/NASA_TRAINING/training/data/planets/nasa_planet_26.jpg,4
/home/rsalas/Documentos/NASA_TRAINING/training/data/nebulae/nasa_nebula_27.jpg,3
/home/rsalas/Documentos/NASA_TRAINING/training/data/planets/nasa_planet_9.jpg,4
/home/rsalas/Documentos/NASA_TRAINING/training/data/nebulae/nasa_nebula_31.jpg,3
/home/rsalas/Documentos/NASA_TRAINING/training/data/galaxies/nasa_galaxy_30.jpg,1
/home/rsalas/Documentos/NASA_TRAINING/training/data/nebulae/nasa_nebula_2.jpg,3
/home/rsalas/Documentos/NASA_TRAINING/training/data/galaxies/nasa_galaxy_23.jpg,1
/home/rsalas/Documentos/NASA_TRAINING/training/data/planets/nasa_planet_19.jpg,4
/home/rsalas/Documentos/NASA_TRAINING/training/data/planets/nasa_planet_32.jpg,4
/home/rsalas/Documentos/NASA_TRAINING/training/data/galaxies/nasa_galaxy_22.jpg,1
/home/rsalas/Documentos/NASA_TRAINING/training/data/planets/nasa_planet_14.jpg,4
